bars_held,entry_at,entry_price,exit_at,exit_price,higher_timeframe_agreement,higher_timeframe_bias,market_structure,r_multiple,realized_pnl,regime,side,stance,status,stop_loss,symbol,target,timeframe
11,2019-01-25T12:35:00,10902.0,2019-01-25T13:30:00,10886.8999,aligned,bullish,HH_HL,-0.5,-7.55,trend_aligned,buy,long_bias,stopped,10886.8999,NIFTY,10932.2002,5m
29,2019-01-28T11:55:00,10693.2999,2019-01-28T14:20:00,10651.7,aligned,bearish,LH_LL,1.148,36.85,trend_aligned,sell,short_bias,trailed,10725.3999,NIFTY,10629.0999,5m
3,2019-01-28T14:45:00,10673.1,2019-01-28T15:00:00,10668.2999,aligned,bearish,LH_LL,0.689,8.75,trend_aligned,sell,short_bias,trailed,10685.7999,NIFTY,10647.700200000001,5m
3,2019-01-28T15:25:00,10674.0,2019-01-29T09:25:00,10655.1,aligned,bearish,LH_LL,1.301,15.35,trend_aligned,sell,short_bias,trailed,10685.7999,NIFTY,10650.4002,5m
7,2019-01-29T09:50:00,10670.5,2019-01-29T10:25:00,10657.1,aligned,bearish,LH_LL,0.938,14.35,trend_aligned,sell,short_bias,trailed,10685.7999,NIFTY,10639.9002,5m
9,2019-01-29T11:35:00,10643.2,2019-01-29T12:20:00,10665.2999,aligned,bearish,LH_LL,-0.5,-11.05,trend_aligned,sell,short_bias,stopped,10665.2999,NIFTY,10599.000200000002,5m
10,2019-01-29T14:15:00,10607.3999,2019-01-29T15:05:00,10642.2,aligned,bearish,LH_LL,-0.5,-17.4,trend_aligned,sell,short_bias,stopped,10642.2,NIFTY,10537.7997,5m
16,2019-01-30T09:35:00,10680.6,2019-01-30T10:55:00,10644.7999,aligned,bearish,LH_LL,1.105,32.7,trend_aligned,sell,short_bias,trailed,10710.2,NIFTY,10621.4,5m
37,2019-01-30T11:25:00,10648.8999,2019-01-30T14:30:00,10689.3999,aligned,bearish,LH_LL,-0.5,-20.25,trend_aligned,sell,short_bias,stopped,10689.3999,NIFTY,10567.8999,5m
5,2019-01-30T15:05:00,10652.3999,2019-01-31T09:15:00,10691.0,aligned,bearish,LH_LL,-0.5,-19.3,trend_aligned,sell,short_bias,stopped,10691.0,NIFTY,10575.199700000001,5m
7,2019-02-01T12:45:00,10898.3999,2019-02-01T13:20:00,10959.2999,aligned,bullish,HH_HL,1.113,55.3,trend_aligned,buy,long_bias,trailed,10848.7,NIFTY,10997.7997,5m
19,2019-02-05T11:05:00,10907.7,2019-02-05T12:40:00,10942.2999,aligned,bullish,HH_HL,1.324,27.8,trend_aligned,buy,long_bias,trailed,10886.7,NIFTY,10949.7,5m
39,2019-02-05T13:05:00,10934.2999,2019-02-06T10:05:00,11002.1,aligned,bullish,HH_HL,1.867,46.3,trend_aligned,buy,long_bias,trailed,10909.5,NIFTY,10983.8997,5m
32,2019-02-06T10:40:00,10983.8999,2019-02-06T13:20:00,11032.3999,aligned,bullish,HH_HL,0.934,52.2,trend_aligned,buy,long_bias,trailed,10928.0,NIFTY,11095.699700000001,5m
13,2019-02-06T14:25:00,11044.7999,2019-02-07T09:15:00,11060.5,aligned,bullish,HH_HL,0.844,19.25,trend_aligned,buy,long_bias,trailed,11022.0,NIFTY,11090.3997,5m
11,2019-02-07T10:55:00,11091.3999,2019-02-07T11:50:00,11094.2,aligned,bullish,HH_HL,0.614,7.55,trend_aligned,buy,long_bias,trailed,11079.1,NIFTY,11115.9997,5m
5,2019-02-07T12:15:00,11092.6,2019-02-07T12:40:00,11060.2,aligned,bullish,HH_HL,-0.5,-16.2,trend_aligned,buy,long_bias,stopped,11060.2,NIFTY,11157.4,5m
13,2019-02-07T13:05:00,11073.1,2019-02-07T14:10:00,11100.0,aligned,bullish,HH_HL,0.954,28.25,trend_aligned,buy,long_bias,trailed,11043.5,NIFTY,11132.300000000001,5m
6,2019-02-07T14:45:00,11097.0,2019-02-07T15:15:00,11070.5,aligned,bullish,HH_HL,-0.5,-13.25,trend_aligned,buy,long_bias,stopped,11070.5,NIFTY,11150.0,5m
5,2019-02-14T11:45:00,10749.0,2019-02-14T12:10:00,10754.2999,aligned,bearish,LH_LL,-0.5,-2.65,trend_aligned,sell,short_bias,stopped,10754.2999,NIFTY,10738.4002,5m
8,2019-02-14T13:10:00,10739.3999,2019-02-14T13:50:00,10734.2,aligned,bearish,LH_LL,0.636,12.15,trend_aligned,sell,short_bias,trailed,10758.5,NIFTY,10701.199700000001,5m
7,2019-02-14T14:15:00,10761.8999,2019-02-14T14:50:00,10751.3999,aligned,bearish,LH_LL,0.748,15.85,trend_aligned,sell,short_bias,trailed,10783.1,NIFTY,10719.4997,5m
3,2019-02-14T15:15:00,10749.6,2019-02-15T09:15:00,10783.1,aligned,bearish,LH_LL,-0.5,-16.75,trend_aligned,sell,short_bias,stopped,10783.1,NIFTY,10682.6,5m
8,2019-02-15T11:40:00,10665.0,2019-02-15T12:20:00,10643.1,aligned,bearish,LH_LL,0.773,31.0,trend_aligned,sell,short_bias,trailed,10705.1,NIFTY,10584.8,5m
11,2019-02-15T12:45:00,10646.7,2019-02-15T13:40:00,10669.5,aligned,bearish,LH_LL,-0.5,-11.4,trend_aligned,sell,short_bias,stopped,10669.5,NIFTY,10601.100000000002,5m
7,2019-02-15T14:40:00,10698.7999,2019-02-15T15:15:00,10733.7999,aligned,bearish,LH_LL,-0.5,-17.5,trend_aligned,sell,short_bias,stopped,10733.7999,NIFTY,10628.7999,5m
12,2019-02-18T11:45:00,10659.5,2019-02-18T12:45:00,10681.7999,aligned,bearish,LH_LL,-0.5,-11.15,trend_aligned,sell,short_bias,stopped,10681.7999,NIFTY,10614.9002,5m
12,2019-02-18T13:10:00,10665.3999,2019-02-18T14:10:00,10662.1,aligned,bearish,LH_LL,0.591,10.7,trend_aligned,sell,short_bias,trailed,10683.5,NIFTY,10629.199700000001,5m
3,2019-02-19T09:15:00,10665.7,2019-02-19T09:30:00,10664.2,aligned,bearish,LH_LL,0.565,6.5,trend_aligned,sell,short_bias,trailed,10677.2,NIFTY,10642.7,5m
30,2019-02-19T10:10:00,10678.8999,2019-02-19T12:40:00,10694.7,aligned,bearish,LH_LL,-0.5,-7.9,trend_aligned,sell,short_bias,stopped,10694.7,NIFTY,10647.2997,5m
11,2019-02-20T11:35:00,10673.5,2019-02-20T12:30:00,10663.7999,aligned,bearish,LH_LL,0.834,12.1,trend_aligned,sell,short_bias,trailed,10688.0,NIFTY,10644.5,5m
10,2019-02-20T13:00:00,10664.5,2019-02-20T13:50:00,10682.7999,aligned,bearish,LH_LL,-0.5,-9.15,trend_aligned,sell,short_bias,stopped,10682.7999,NIFTY,10627.9002,5m
1,2019-02-26T14:50:00,10846.2999,2019-02-26T14:55:00,10827.6,aligned,bullish,HH_HL,-0.5,-9.35,trend_aligned,buy,long_bias,stopped,10827.6,NIFTY,10883.6997,5m
30,2019-02-28T10:30:00,10834.2,2019-02-28T13:00:00,10792.7,aligned,bullish,HH_HL,-0.5,-20.75,trend_aligned,buy,long_bias,stopped,10792.7,NIFTY,10917.2,5m
14,2019-03-01T11:20:00,10849.0,2019-03-01T12:30:00,10837.0,aligned,bullish,HH_HL,-0.5,-6.0,trend_aligned,buy,long_bias,stopped,10837.0,NIFTY,10873.0,5m
7,2019-03-01T13:05:00,10836.2999,2019-03-01T13:40:00,10824.2,aligned,bullish,HH_HL,-0.5,-6.05,trend_aligned,buy,long_bias,stopped,10824.2,NIFTY,10860.499699999998,5m
21,2019-03-05T09:25:00,10848.6,2019-03-05T11:10:00,10887.6,aligned,bullish,HH_HL,1.117,35.3,trend_aligned,buy,long_bias,trailed,10817.0,NIFTY,10911.800000000001,5m
60,2019-03-06T10:15:00,11014.2999,2019-03-06T15:15:00,11045.0,aligned,bullish,HH_HL,0.837,38.15,trend_aligned,buy,long_bias,trailed,10968.7,NIFTY,11105.499699999998,5m
39,2019-03-07T09:35:00,11051.8999,2019-03-07T12:50:00,11029.0,aligned,bullish,HH_HL,-0.5,-11.45,trend_aligned,buy,long_bias,stopped,11029.0,NIFTY,11097.699700000001,5m
19,2019-03-07T13:15:00,11041.7,2019-03-07T14:50:00,11078.6,aligned,bullish,HH_HL,1.764,25.75,trend_aligned,buy,long_bias,trailed,11027.1,NIFTY,11070.900000000001,5m
2,2019-03-07T15:20:00,11060.2,2019-03-08T09:15:00,11048.6,aligned,bullish,HH_HL,-0.5,-5.8,trend_aligned,buy,long_bias,stopped,11048.6,NIFTY,11083.400000000001,5m
18,2019-03-08T10:05:00,11027.7,2019-03-08T11:35:00,11042.7,aligned,bullish,HH_HL,0.914,16.55,trend_aligned,buy,long_bias,trailed,11009.6,NIFTY,11063.900000000001,5m
7,2019-03-08T12:00:00,11034.5,2019-03-08T12:35:00,11019.2,aligned,bullish,HH_HL,-0.5,-7.65,trend_aligned,buy,long_bias,stopped,11019.2,NIFTY,11065.099999999999,5m
15,2019-03-11T12:30:00,11143.3999,2019-03-11T13:45:00,11157.2999,aligned,bullish,HH_HL,1.217,11.8,trend_aligned,buy,long_bias,trailed,11133.7,NIFTY,11162.7997,5m
7,2019-03-11T14:15:00,11153.3999,2019-03-11T14:50:00,11163.1,aligned,bullish,HH_HL,0.83,12.2,trend_aligned,buy,long_bias,trailed,11138.7,NIFTY,11182.7997,5m
5,2019-03-12T11:45:00,11287.1,2019-03-12T12:10:00,11269.5,aligned,bullish,HH_HL,-0.5,-8.8,trend_aligned,buy,long_bias,stopped,11269.5,NIFTY,11322.300000000001,5m
4,2019-03-12T12:40:00,11274.0,2019-03-12T13:00:00,11280.5,aligned,bullish,HH_HL,0.819,8.35,trend_aligned,buy,long_bias,trailed,11263.7999,NIFTY,11294.4002,5m
19,2019-03-12T13:35:00,11279.3999,2019-03-12T15:10:00,11303.8999,aligned,bullish,HH_HL,1.285,20.05,trend_aligned,buy,long_bias,trailed,11263.7999,NIFTY,11310.599900000001,5m
9,2019-03-13T09:20:00,11295.0,2019-03-13T10:05:00,11314.5,aligned,bullish,HH_HL,0.906,21.75,trend_aligned,buy,long_bias,trailed,11271.0,NIFTY,11343.0,5m
5,2019-03-13T10:30:00,11293.5,2019-03-13T10:55:00,11305.2,aligned,bullish,HH_HL,0.846,14.3,trend_aligned,buy,long_bias,trailed,11276.6,NIFTY,11327.3,5m
33,2019-03-13T11:20:00,11311.7999,2019-03-13T14:05:00,11334.2,aligned,bullish,HH_HL,0.961,23.35,trend_aligned,buy,long_bias,trailed,11287.5,NIFTY,11360.3997,5m
5,2019-03-13T14:40:00,11325.7,2019-03-13T15:05:00,11334.6,aligned,bullish,HH_HL,0.699,15.65,trend_aligned,buy,long_bias,trailed,11303.2999,NIFTY,11370.500200000002,5m
36,2019-03-14T10:00:00,11360.5,2019-03-14T13:00:00,11325.0,aligned,bullish,HH_HL,-0.5,-17.75,trend_aligned,buy,long_bias,stopped,11325.0,NIFTY,11431.5,5m
11,2019-03-14T13:40:00,11334.1,2019-03-14T14:35:00,11339.2,aligned,bullish,HH_HL,0.625,12.75,trend_aligned,buy,long_bias,trailed,11313.7,NIFTY,11374.9,5m
12,2019-03-14T15:05:00,11345.0,2019-03-15T09:50:00,11409.2999,aligned,bullish,HH_HL,2.369,40.75,trend_aligned,buy,long_bias,trailed,11327.7999,NIFTY,11379.4002,5m
7,2019-03-15T11:05:00,11418.0,2019-03-15T11:40:00,11404.5,aligned,bullish,HH_HL,-0.5,-6.75,trend_aligned,buy,long_bias,stopped,11404.5,NIFTY,11445.0,5m
10,2019-03-15T15:20:00,11430.7,2019-03-18T09:55:00,11513.6,aligned,bullish,HH_HL,2.41,52.3,trend_aligned,buy,long_bias,trailed,11409.0,NIFTY,11474.100000000002,5m
137,2019-03-18T10:25:00,11481.7,2019-03-20T09:20:00,11530.3999,aligned,bullish,HH_HL,0.835,60.7,trend_aligned,buy,long_bias,trailed,11409.0,NIFTY,11627.100000000002,5m
66,2019-03-20T10:05:00,11524.0,2019-03-22T09:25:00,11544.0,aligned,bullish,HH_HL,0.779,27.9,trend_aligned,buy,long_bias,trailed,11488.2,NIFTY,11595.599999999999,5m
2,2019-03-22T10:25:00,11543.0,2019-03-22T10:35:00,11512.2999,aligned,bullish,HH_HL,-0.5,-15.35,trend_aligned,buy,long_bias,stopped,11512.2999,NIFTY,11604.4002,5m
7,2019-03-22T11:35:00,11507.7999,2019-03-22T12:10:00,11481.8999,aligned,bullish,HH_HL,-0.5,-12.95,trend_aligned,buy,long_bias,stopped,11481.8999,NIFTY,11559.5999,5m
1,2019-03-27T11:25:00,11526.2999,2019-03-27T11:30:00,11512.3999,aligned,bullish,HH_HL,-0.5,-6.95,trend_aligned,buy,long_bias,stopped,11512.3999,NIFTY,11554.0999,5m
12,2019-03-27T11:55:00,11507.7999,2019-03-27T12:55:00,11527.2999,aligned,bullish,HH_HL,1.394,15.2,trend_aligned,buy,long_bias,trailed,11496.8999,NIFTY,11529.5999,5m
1,2019-03-27T13:30:00,11516.2,2019-03-27T13:35:00,11496.8999,aligned,bullish,HH_HL,-0.5,-9.65,trend_aligned,buy,long_bias,stopped,11496.8999,NIFTY,11554.800200000001,5m
10,2019-03-27T14:00:00,11446.2999,2019-03-27T14:50:00,11465.5,aligned,bullish,HH_HL,0.788,26.25,trend_aligned,buy,long_bias,trailed,11413.0,NIFTY,11512.8997,5m
42,2019-03-28T10:55:00,11498.7999,2019-03-28T14:25:00,11551.1,aligned,bullish,HH_HL,1.38,41.0,trend_aligned,buy,long_bias,trailed,11469.1,NIFTY,11558.1997,5m
86,2019-03-29T09:35:00,11581.7,2019-04-01T10:30:00,11702.7999,aligned,bullish,HH_HL,1.651,86.85,trend_aligned,buy,long_bias,trailed,11529.1,NIFTY,11686.900000000001,5m
5,2019-04-01T10:55:00,11686.8999,2019-04-01T11:20:00,11678.8999,aligned,bullish,HH_HL,-0.5,-4.0,trend_aligned,buy,long_bias,stopped,11678.8999,NIFTY,11702.8999,5m
30,2019-04-01T11:55:00,11701.2999,2019-04-01T14:25:00,11720.2,aligned,bullish,HH_HL,0.92,20.7,trend_aligned,buy,long_bias,trailed,11678.7999,NIFTY,11746.2999,5m
2,2019-04-01T14:50:00,11715.3999,2019-04-01T15:00:00,11699.3999,aligned,bullish,HH_HL,-0.5,-8.0,trend_aligned,buy,long_bias,stopped,11699.3999,NIFTY,11747.3999,5m
80,2019-04-02T09:15:00,11681.2,2019-04-03T09:40:00,11742.2999,aligned,bullish,HH_HL,1.337,48.8,trend_aligned,buy,long_bias,trailed,11644.7,NIFTY,11754.2,5m
43,2019-04-03T10:30:00,11739.1,2019-04-03T14:05:00,11704.8999,aligned,bullish,HH_HL,-0.5,-17.1,trend_aligned,buy,long_bias,stopped,11704.8999,NIFTY,11807.5002,5m
41,2019-04-10T10:05:00,11659.3999,2019-04-10T13:30:00,11635.2999,aligned,bullish,HH_HL,-0.5,-12.05,trend_aligned,buy,long_bias,stopped,11635.2999,NIFTY,11707.599900000001,5m
26,2019-04-15T15:10:00,11690.2,2019-04-16T11:05:00,11780.6,aligned,bullish,HH_HL,4.536,50.8,trend_aligned,buy,long_bias,trailed,11679.0,NIFTY,11712.600000000002,5m
20,2019-04-16T11:35:00,11777.1,2019-04-16T13:15:00,11784.5,aligned,bullish,HH_HL,0.785,10.2,trend_aligned,buy,long_bias,trailed,11764.1,NIFTY,11803.1,5m
10,2019-04-16T14:20:00,11794.8999,2019-04-16T15:10:00,11777.0,aligned,bullish,HH_HL,-0.5,-8.95,trend_aligned,buy,long_bias,stopped,11777.0,NIFTY,11830.699700000001,5m
7,2019-04-18T09:20:00,11821.1,2019-04-18T09:55:00,11776.2999,aligned,bullish,HH_HL,-0.5,-22.4,trend_aligned,buy,long_bias,stopped,11776.2999,NIFTY,11910.700200000001,5m
45,2019-04-18T10:40:00,11764.7999,2019-04-18T14:25:00,11780.5,aligned,bullish,HH_HL,0.798,21.0,trend_aligned,buy,long_bias,trailed,11738.5,NIFTY,11817.3997,5m
3,2019-04-18T14:50:00,11775.7,2019-04-18T15:05:00,11750.7999,aligned,bullish,HH_HL,-0.5,-12.45,trend_aligned,buy,long_bias,stopped,11750.7999,NIFTY,11825.500200000002,5m
3,2019-04-25T12:15:00,11769.1,2019-04-25T12:30:00,11760.1,aligned,bullish,HH_HL,-0.5,-4.5,trend_aligned,buy,long_bias,stopped,11760.1,NIFTY,11787.1,5m
4,2019-04-25T13:00:00,11767.3999,2019-04-25T13:20:00,11744.8999,aligned,bullish,HH_HL,-0.5,-11.25,trend_aligned,buy,long_bias,stopped,11744.8999,NIFTY,11812.3999,5m
9,2019-04-25T14:05:00,11730.0,2019-04-25T14:50:00,11711.2999,aligned,bullish,HH_HL,-0.5,-9.35,trend_aligned,buy,long_bias,stopped,11711.2999,NIFTY,11767.4002,5m
66,2019-04-26T09:55:00,11686.5,2019-04-26T15:25:00,11750.2999,aligned,bullish,HH_HL,1.013,63.0,trend_aligned,buy,long_bias,trailed,11624.2999,NIFTY,11810.9002,5m
54,2019-04-30T10:55:00,11690.7999,2019-04-30T15:25:00,11744.0,aligned,bullish,HH_HL,1.262,44.05,trend_aligned,buy,long_bias,trailed,11655.8999,NIFTY,11760.5999,5m
19,2019-05-02T11:20:00,11766.5,2019-05-02T12:55:00,11731.7,aligned,bullish,HH_HL,-0.5,-17.4,trend_aligned,buy,long_bias,stopped,11731.7,NIFTY,11836.099999999999,5m
12,2019-05-02T13:20:00,11742.1,2019-05-02T14:20:00,11763.7999,aligned,bullish,HH_HL,0.879,25.15,trend_aligned,buy,long_bias,trailed,11713.5,NIFTY,11799.300000000001,5m
2,2019-05-02T14:45:00,11745.8999,2019-05-02T14:55:00,11719.2,aligned,bullish,HH_HL,-0.5,-13.35,trend_aligned,buy,long_bias,stopped,11719.2,NIFTY,11799.2997,5m
68,2019-05-03T09:25:00,11741.1,2019-05-03T15:05:00,11707.7999,aligned,bullish,HH_HL,-0.5,-16.65,trend_aligned,buy,long_bias,stopped,11707.7999,NIFTY,11807.700200000001,5m
5,2019-05-09T11:15:00,11340.6,2019-05-09T11:40:00,11326.8999,aligned,bearish,LH_LL,0.903,15.35,trend_aligned,sell,short_bias,trailed,11357.6,NIFTY,11306.6,5m
9,2019-05-09T12:40:00,11316.8999,2019-05-09T13:25:00,11292.1,aligned,bearish,LH_LL,0.92,27.15,trend_aligned,sell,short_bias,trailed,11346.3999,NIFTY,11257.8999,5m
3,2019-05-09T14:10:00,11282.5,2019-05-09T14:25:00,11319.7,aligned,bearish,LH_LL,-0.5,-18.6,trend_aligned,sell,short_bias,stopped,11319.7,NIFTY,11208.099999999999,5m
19,2019-05-09T14:50:00,11318.2,2019-05-10T10:10:00,11296.2,aligned,bearish,LH_LL,0.861,26.25,trend_aligned,sell,short_bias,trailed,11348.7,NIFTY,11257.2,5m
27,2019-05-10T11:30:00,11318.2999,2019-05-10T13:45:00,11296.7,aligned,bearish,LH_LL,0.954,22.7,trend_aligned,sell,short_bias,trailed,11342.1,NIFTY,11270.6997,5m
6,2019-05-10T14:15:00,11320.7,2019-05-10T14:45:00,11340.7999,aligned,bearish,LH_LL,-0.5,-10.05,trend_aligned,sell,short_bias,stopped,11340.7999,NIFTY,11280.500200000002,5m
65,2019-05-13T10:00:00,11275.2,2019-05-13T15:25:00,11155.7999,aligned,bearish,LH_LL,1.346,95.0,trend_aligned,sell,short_bias,trailed,11345.7999,NIFTY,11134.000200000002,5m
31,2019-05-14T10:30:00,11128.7,2019-05-14T13:05:00,11157.8999,aligned,bearish,LH_LL,-0.5,-14.6,trend_aligned,sell,short_bias,stopped,11157.8999,NIFTY,11070.300200000001,5m
79,2019-05-14T14:55:00,11222.2,2019-05-15T15:15:00,11155.0,aligned,bearish,LH_LL,0.963,69.85,trend_aligned,sell,short_bias,trailed,11294.7,NIFTY,11077.2,5m
20,2019-05-16T10:35:00,11160.1,2019-05-16T12:15:00,11185.2,aligned,bearish,LH_LL,-0.5,-12.55,trend_aligned,sell,short_bias,stopped,11185.2,NIFTY,11109.9,5m
13,2019-05-16T12:45:00,11175.2,2019-05-16T13:50:00,11192.1,aligned,bearish,LH_LL,-0.5,-8.45,trend_aligned,sell,short_bias,stopped,11192.1,NIFTY,11141.400000000001,5m
3,2019-05-21T13:40:00,11751.2999,2019-05-21T13:55:00,11763.1,aligned,bullish,HH_HL,0.729,18.8,trend_aligned,buy,long_bias,trailed,11725.5,NIFTY,11802.8997,5m
1,2019-05-21T14:25:00,11739.6,2019-05-21T14:30:00,11721.7,aligned,bullish,HH_HL,-0.5,-8.95,trend_aligned,buy,long_bias,stopped,11721.7,NIFTY,11775.4,5m
5,2019-05-21T15:05:00,11706.1,2019-05-22T09:15:00,11682.7999,aligned,bullish,HH_HL,-0.5,-11.65,trend_aligned,buy,long_bias,stopped,11682.7999,NIFTY,11752.700200000001,5m
55,2019-05-22T09:40:00,11722.3999,2019-05-22T14:15:00,11761.6,aligned,bullish,HH_HL,0.99,39.6,trend_aligned,buy,long_bias,trailed,11682.3999,NIFTY,11802.3999,5m
7,2019-05-22T15:20:00,11743.2,2019-05-23T09:40:00,11902.8999,aligned,bullish,HH_HL,2.743,97.65,trend_aligned,buy,long_bias,trailed,11707.6,NIFTY,11814.400000000001,5m
5,2019-05-23T10:55:00,11957.0,2019-05-23T11:20:00,11881.7,aligned,bullish,HH_HL,-0.5,-37.65,trend_aligned,buy,long_bias,stopped,11881.7,NIFTY,12107.599999999999,5m
13,2019-05-23T12:45:00,11828.7999,2019-05-23T13:50:00,11779.0,aligned,bullish,HH_HL,-0.5,-24.9,trend_aligned,buy,long_bias,stopped,11779.0,NIFTY,11928.3997,5m
9,2019-05-24T13:25:00,11778.7999,2019-05-24T14:10:00,11814.2,aligned,bullish,HH_HL,0.881,40.9,trend_aligned,buy,long_bias,trailed,11732.3999,NIFTY,11871.5999,5m
7,2019-05-27T12:55:00,11915.8999,2019-05-27T13:30:00,11934.6,aligned,bullish,HH_HL,0.929,20.25,trend_aligned,buy,long_bias,trailed,11894.1,NIFTY,11959.4997,5m
5,2019-05-27T15:25:00,11919.7999,2019-05-28T09:35:00,11924.5,aligned,bullish,HH_HL,0.722,7.65,trend_aligned,buy,long_bias,trailed,11909.2,NIFTY,11940.999699999998,5m
3,2019-05-28T10:00:00,11919.8999,2019-05-28T10:15:00,11900.0,aligned,bullish,HH_HL,-0.5,-9.95,trend_aligned,buy,long_bias,stopped,11900.0,NIFTY,11959.699700000001,5m
24,2019-05-28T10:40:00,11921.3999,2019-05-28T12:40:00,11891.5,aligned,bullish,HH_HL,-0.5,-14.95,trend_aligned,buy,long_bias,stopped,11891.5,NIFTY,11981.199700000001,5m
16,2019-05-28T13:05:00,11910.6,2019-05-28T14:25:00,11879.7999,aligned,bullish,HH_HL,-0.5,-15.4,trend_aligned,buy,long_bias,stopped,11879.7999,NIFTY,11972.200200000001,5m
8,2019-05-28T14:50:00,11880.6,2019-05-29T09:15:00,11914.8999,aligned,bullish,HH_HL,1.592,25.0,trend_aligned,buy,long_bias,trailed,11864.8999,NIFTY,11912.0002,5m
60,2019-05-29T09:40:00,11911.8999,2019-05-29T14:40:00,11864.8999,aligned,bullish,HH_HL,-0.5,-23.5,trend_aligned,buy,long_bias,stopped,11864.8999,NIFTY,12005.8999,5m
